,Publisher,Frequency,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
206,Microprose,6,0.7000000000000001,1.1900000000000002,0.0,0.16,2.02
207,Blast! Entertainment Ltd,6,0.22999999999999995,0.11,0.0,0.03,0.38000000000000006
208,Mumbo Jumbo,6,0.53,0.0,0.0,0.04,0.5800000000000001
209,Idea Factory International,6,0.23,0.08,0.2,0.09000000000000001,0.6100000000000001
210,DSI Games,6,0.29000000000000004,0.04,0.0,0.01,0.35000000000000003
211,Asylum Entertainment,6,0.09,0.43000000000000005,0.0,0.060000000000000005,0.5900000000000001
212,Time Warner Interactive,5,0.18,0.12,0.0,0.03,0.35
213,Mojang,5,1.25,1.3,0.0,0.36,2.89
214,Hip Interactive,5,0.26,0.08999999999999998,0.0,0.0,0.36
215,20th Century Fox Video Games,5,1.82,0.09999999999999999,0.0,0.01,1.9400000000000002
216,dramatic create,5,0.0,0.0,0.11,0.0,0.11
217,Nordcurrent,5,0.39,0.14,0.0,0.05,0.5900000000000001
218,Mentor Interactive,5,0.99,0.0,0.0,0.07,1.07
219,TDK Core,5,0.24000000000000002,0.12000000000000001,0.25,0.01,0.6200000000000001
220,Media Works,5,0.0,0.0,0.18,0.0,0.18
221,AQ Interactive,5,0.34,0.060000000000000005,0.11,0.05,0.53
222,Wanadoo,5,0.30000000000000004,0.21,0.06,0.07,0.6500000000000001
223,Shogakukan,5,0.0,0.0,0.44000000000000006,0.0,0.44000000000000006
224,Pinnacle,5,0.0,1.32,0.0,0.09999999999999999,1.4200000000000002
225,ESP,5,0.03,0.02,0.54,0.0,0.5900000000000001
226,Coleco,5,2.87,0.16999999999999998,0.0,0.03,3.0599999999999996
227,Happinet,5,0.0,0.0,0.18000000000000002,0.0,0.18000000000000002
228,Home Entertainment Suppliers,5,0.09,0.49000000000000005,0.0,0.12,0.7100000000000002
229,Tommo,5,0.19999999999999998,0.0,0.0,0.0,0.21
230,The Adventure Company,5,0.34,0.13,0.0,0.05,0.51
231,IE Institute,5,0.0,0.0,0.9600000000000002,0.0,0.9600000000000002
232,Crystal Dynamics,5,0.95,0.6500000000000001,0.0,0.11999999999999998,1.71
233,bitComposer Games,5,0.16,0.2,0.0,0.07999999999999999,0.41000000000000003
234,KID,4,0.0,0.0,0.08,0.0,0.08
235,Excalibur Publishing,4,0.0,0.24,0.0,0.04,0.28
236,RedOctane,4,6.44,1.31,0.03,0.91,8.68
237,PlayV,4,0.1,0.30000000000000004,0.0,0.05,0.44
238,Knowledge Adventure,4,1.23,0.16,0.0,0.06999999999999999,1.47
239,Trion Worlds,4,0.7200000000000001,0.3,0.0,0.11,1.15
240,ValuSoft,4,0.26,0.09,0.0,0.04,0.39
241,Pioneer LDC,4,0.23,0.16,0.32,0.04,0.74
242,Phenomedia,4,0.16,0.0,0.0,0.0,0.19
243,LSP Games,4,0.08,0.04,0.0,0.01,0.12
244,Laguna,4,0.16,0.04,1.34,0.01,1.55
245,7G//AMES,4,0.0,0.060000000000000005,0.0,0.0,0.08
246,Funsta,4,0.13,0.05,0.0,0.01,0.2
247,Culture Brain,4,0.0,0.0,0.27,0.0,0.27
248,U.S. Gold,4,0.19,0.13,0.0,0.02,0.33
249,Interchannel,4,0.0,0.0,0.1,0.0,0.1
250,Slitherine Software,4,0.08,0.09999999999999999,0.0,0.03,0.21
251,System Soft,4,0.0,0.0,0.05,0.0,0.05
252,Daito,4,0.0,0.0,0.22999999999999998,0.0,0.22999999999999998
253,Mercury Games,4,0.17,0.0,0.02,0.02,0.21
254,TGL,4,0.0,0.0,0.09999999999999999,0.0,0.09999999999999999
255,Encore,4,0.04,0.03,0.0,0.0,0.07
256,Imagic,4,4.51,0.27,0.0,0.04,4.82
257,Xseed Games,4,0.41,0.04,0.36999999999999994,0.06999999999999999,0.9
258,Gamecock,4,0.16,0.02,0.0,0.0,0.19999999999999998
259,Touchstone,4,0.8800000000000001,0.5,0.02,0.19,1.5800000000000003
260,Video System,4,0.6699999999999999,1.04,0.37,0.09,2.18
261,Global A Entertainment,4,0.13,0.0,0.01,0.01,0.15000000000000002
262,Sunrise Interactive,4,0.0,0.0,0.16999999999999998,0.0,0.16999999999999998
263,TopWare Interactive,4,0.0,0.1,0.0,0.02,0.12
264,Licensed 4U,3,0.0,0.06,0.0,0.0,0.07
265,Maxis,3,1.88,1.32,0.0,0.19,3.39
266,Telstar,3,0.16,0.1,0.0,0.02,0.27
267,MC2 Entertainment,3,0.03,0.03,0.0,0.0,0.08
268,Jorudan,3,0.0,0.0,0.9299999999999999,0.02,0.95
269,Mad Catz,3,0.24,0.05,0.0,0.02,0.30000000000000004
270,Hect,3,0.0,0.0,0.5,0.0,0.5
271,Asmik Ace Entertainment,3,0.0,0.0,0.22,0.01,0.23
272,Angel Studios,3,0.0,0.0,0.43999999999999995,0.0,0.43999999999999995
273,Micro Cabin,3,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998
274,Yacht Club Games,3,0.16,0.11,0.01,0.03,0.32
275,1C Company,3,0.01,0.06999999999999999,0.0,0.02,0.09999999999999999
276,NovaLogic,3,0.48,0.24000000000000002,0.0,0.06999999999999999,0.8200000000000001
277,Indie Games,3,0.09,0.07,0.14,0.02,0.32
278,Iceberg Interactive,3,0.02,0.05,0.0,0.0,0.08
279,Creative Core,3,0.0,0.0,0.09999999999999999,0.0,0.09999999999999999
280,Myelin Media,3,0.09000000000000001,0.04,0.0,0.01,0.13
281,10TACLE Studios,3,0.06999999999999999,0.04,0.0,0.0,0.11
282,ASC Games,3,1.1199999999999999,0.77,0.0,0.13,2.02
283,Daedalic Entertainment,3,0.0,0.11,0.0,0.01,0.14
284,Minato Station,3,0.0,0.0,0.05,0.0,0.05
285,Agatsuma Entertainment,3,0.22,0.02,0.06,0.01,0.31000000000000005
286,Princess Soft,3,0.0,0.0,0.07,0.0,0.07
287,Accolade,3,1.2500000000000002,0.34,0.0,0.07,1.68
288,Tivola,3,0.08,0.07,0.0,0.02,0.17
289,DHM Interactive,3,0.16,0.0,0.0,0.01,0.18
290,O3 Entertainment,3,0.19,0.02,0.0,0.01,0.22
291,Sony Computer Entertainment America,3,1.04,0.0,0.0,0.13,1.1800000000000002
292,Valve Software,3,1.74,1.1500000000000001,0.01,0.32,3.2300000000000004
293,Data Design Interactive,3,0.25,0.01,0.0,0.02,0.29000000000000004
294,Xicat Interactive,3,0.09000000000000001,0.060000000000000005,0.0,0.01,0.17
295,Vir2L Studios,3,0.22,0.01,0.0,0.01,0.26
296,Daedalic,3,0.0,0.24,0.0,0.060000000000000005,0.28
297,Jack of All Games,3,0.31000000000000005,0.1,0.0,0.01,0.42000000000000004
298,Essential Games,3,0.01,0.0,0.22,0.0,0.23
299,Tigervision,3,1.33,0.09000000000000001,0.0,0.01,1.42
300,Yuke's,3,0.01,0.01,0.05,0.0,0.08
301,Slightly Mad Studios,3,0.25,0.9199999999999999,0.02,0.18,1.3800000000000001
302,P2 Games,3,0.02,0.33,0.0,0.04,0.4
303,Arika,3,0.04,0.03,0.02,0.01,0.09000000000000001
304,NCS,3,0.0,0.0,0.4,0.0,0.4
305,Aruze Corp,3,0.0,0.0,1.09,0.08,1.1800000000000002
306,Ascaron Entertainment GmbH,3,0.0,0.09,0.0,0.02,0.11
307,Jester Interactive,3,0.7,0.29000000000000004,0.0,0.14,1.15
308,Tradewest,3,0.02,0.060000000000000005,0.0,0.01,0.11
309,System 3,3,0.08,0.1,0.0,0.03,0.22000000000000003
310,Insomniac Games,3,0.1,0.0,0.0,0.01,0.12000000000000001
311,Experience Inc.,3,0.0,0.0,0.060000000000000005,0.0,0.060000000000000005
312,Focus Multimedia,3,0.0,0.05,0.0,0.0,0.05
313,Mud Duck Productions,3,0.52,0.25,0.0,0.060000000000000005,0.85
314,NEC,3,0.0,0.0,0.43000000000000005,0.0,0.43000000000000005
315,Red Storm Entertainment,3,1.4300000000000002,0.8,0.0,0.09,2.32
316,Media Rings,3,0.14,0.05,0.45999999999999996,0.0,0.65
317,GN Software,3,0.0,0.0,0.05,0.0,0.05
318,Hamster Corporation,2,0.16,0.11,0.02,0.02,0.30000000000000004
319,Rebellion Developments,2,0.08,0.16999999999999998,0.0,0.04,0.30000000000000004
320,Liquid Games,2,0.19,0.07,0.0,0.0,0.27
321,Lexicon Entertainment,2,0.04,0.0,0.0,0.0,0.05
322,Asmik Corp,2,0.0,0.0,0.17,0.0,0.17
323,Nitroplus,2,0.0,0.0,0.02,0.0,0.02
324,Edia,2,0.0,0.0,0.09000000000000001,0.0,0.09000000000000001
325,Sonnet,2,0.0,0.0,0.06,0.0,0.06
326,Gamebridge,2,0.3,0.13,0.24,0.06,0.73
327,Gakken,2,0.0,0.0,0.04,0.0,0.04
328,Flight-Plan,2,0.0,0.0,0.12,0.0,0.12
329,Data East,2,0.0,0.0,0.15,0.0,0.15
330,Athena,2,0.02,0.0,0.07,0.0,0.09000000000000001
331,Office Create,2,0.0,0.0,0.06,0.0,0.06
332,Alawar Entertainment,2,0.0,0.04,0.0,0.01,0.05
333,Aerosoft,2,0.01,0.02,0.0,0.0,0.03
334,Performance Designed Products,2,0.33999999999999997,0.0,0.0,0.02,0.36
335,CTO SpA,2,0.5,0.34,0.0,0.06,0.9
336,Misawa,2,0.0,0.0,0.07,0.0,0.07
337,Blue Byte,2,0.0,0.03,0.0,0.0,0.03
338,Virtual Play Games,2,0.06,0.0,0.0,0.0,0.06
339,Alvion,2,0.0,0.0,0.04,0.0,0.04
340,Red Orb,2,1.54,3.61,0.0,0.1,5.24
341,Big Fish Games,2,0.0,0.04,0.0,0.0,0.05
342,Vic Tokai,2,0.19,0.08,0.0,0.01,0.27
343,Mamba Games,2,0.0,0.04,0.0,0.01,0.05
344,Magix,2,0.16999999999999998,0.13,0.0,0.04,0.35
345,responDESIGN,2,0.09000000000000001,0.04,0.0,0.01,0.13
346,Yamasa Entertainment,2,0.0,0.0,0.04,0.0,0.04
347,Groove Games,2,0.07,0.02,0.0,0.0,0.09
348,Nippon Telenet,2,0.0,0.0,0.26,0.0,0.26
349,Harmonix Music Systems,2,0.6,0.09,0.0,0.11000000000000001,0.8
350,imageepoch Inc.,2,0.0,0.0,0.04,0.0,0.04
351,Moss,2,0.1,0.0,0.02,0.01,0.13
352,Cloud Imperium Games Corporation,2,0.08,0.0,0.0,0.0,0.08
353,Dusenberry Martin Racing,2,0.05,0.0,0.0,0.01,0.05
354,Revolution Software,2,0.0,0.06999999999999999,0.0,0.01,0.06999999999999999
355,BPS,2,0.0,0.0,0.52,0.0,0.52
356,Flashpoint Games,2,0.07,0.01,0.0,0.0,0.08
357,Gainax Network Systems,2,0.0,0.0,0.16,0.01,0.16
358,Zenrin,2,0.0,0.0,0.06,0.0,0.06
359,Data Age,2,0.6599999999999999,0.04,0.0,0.0,0.71
360,Dorart,2,0.0,0.0,0.03,0.0,0.03
361,NetRevo,2,0.0,0.0,0.03,0.0,0.03
362,HMH Interactive,2,0.0,0.11,0.0,0.02,0.14
363,Pack-In-Video,2,0.0,0.0,0.11,0.0,0.11
364,Electronic Arts Victor,2,0.22999999999999998,0.16999999999999998,0.0,0.03,0.42
365,Crimson Cow,2,0.0,0.060000000000000005,0.0,0.01,0.08
366,Vatical Entertainment,2,0.14,0.06999999999999999,0.0,0.01,0.22
367,Funcom,2,0.07,0.1,0.0,0.02,0.2
368,G.Rev,2,0.0,0.0,0.04,0.0,0.04
369,HuneX,2,0.0,0.0,0.03,0.0,0.03
370,Game Life,2,0.13,0.13,0.0,0.03,0.30000000000000004
371,Sweets,2,0.0,0.0,0.05,0.0,0.05
372,Milestone S.r.l,2,0.0,0.05,0.0,0.01,0.05
373,Core Design Ltd.,2,0.16,0.11000000000000001,0.0,0.02,0.29000000000000004
374,Syscom,2,0.06,0.04,0.15,0.02,0.27
375,Easy Interactive,2,0.0,0.03,0.0,0.0,0.05
376,Views,2,0.0,0.0,0.03,0.0,0.03
377,Coconuts Japan,2,0.01,0.01,0.05,0.0,0.07
378,Devolver Digital,2,0.0,0.04,0.0,0.0,0.04
379,Datam Polystar,2,0.0,0.0,0.03,0.0,0.03
380,Arena Entertainment,2,3.7,0.88,0.0,0.14,4.72
381,Elf,2,0.0,0.0,0.64,0.0,0.64
382,Rebellion,2,0.35000000000000003,0.13,0.0,0.01,0.49
383,Media Factory,2,0.0,0.0,0.29000000000000004,0.0,0.29000000000000004
384,Paradox Development,1,0.0,0.01,0.0,0.0,0.01
385,Codemasters Online,1,0.0,0.02,0.0,0.0,0.02
386,Interchannel-Holon,1,0.0,0.0,0.01,0.0,0.01
387,Societa,1,0.0,0.0,0.04,0.0,0.04
388,Michaelsoft,1,0.0,0.0,0.01,0.0,0.01
389,Palcom,1,3.38,0.44,0.31,0.04,4.17
390,Black Label Games,1,0.59,0.46,0.0,0.15,1.2
391,Mirai Shounen,1,0.0,0.0,0.02,0.0,0.02
392,Pacific Century Cyber Works,1,0.11,0.09,0.03,0.03,0.26
393,CokeM Interactive,1,0.29,0.0,0.0,0.02,0.31
394,Piacci,1,0.0,0.0,0.01,0.0,0.01
395,Riverhillsoft,1,0.0,0.0,0.04,0.0,0.04
396,Nippon Amuse,1,0.0,0.0,0.09,0.0,0.09
397,SSI,1,0.11,0.07,0.0,0.01,0.19
398,Altron,1,0.05,0.02,0.0,0.0,0.07
399,Men-A-Vision,1,0.72,0.04,0.0,0.01,0.77
400,Commseed,1,0.0,0.0,0.01,0.0,0.01
401,GameTek,1,0.08,0.02,0.0,0.0,0.1
402,Cygames,1,0.0,0.0,0.03,0.0,0.03
403,FuRyu Corporation,1,0.02,0.0,0.0,0.01,0.03
404,Marvel Entertainment,1,0.0,0.0,0.05,0.0,0.05
405,inXile Entertainment,1,0.02,0.06,0.0,0.01,0.1
406,Simon & Schuster Interactive,1,0.08,0.02,0.0,0.0,0.11
407,Imageworks,1,0.0,0.0,0.02,0.0,0.02
408,Extreme Entertainment Group,1,0.02,0.0,0.01,0.0,0.03
409,Havas Interactive,1,0.01,0.09,0.0,0.02,0.13
410,MLB.com,1,0.04,0.0,0.0,0.0,0.04
411,Ecole,1,0.0,0.0,0.06,0.0,0.06
412,TYO,1,0.23,0.16,0.0,0.03,0.42
413,Kamui,1,0.0,0.0,0.03,0.0,0.03
414,Warp,1,0.0,0.0,0.07,0.0,0.07
415,Sears,1,0.2,0.01,0.0,0.0,0.21
416,Pony Canyon,1,0.03,0.02,0.0,0.0,0.05
417,Just Flight,1,0.0,0.03,0.0,0.01,0.03
418,FunSoft,1,0.07,0.05,0.0,0.01,0.12
419,Interplay Productions,1,0.05,0.04,0.0,0.01,0.1
420,Fuji,1,0.0,0.0,0.03,0.0,0.03
421,Kool Kizz,1,0.03,0.01,0.0,0.0,0.04
422,Culture Publishers,1,0.05,0.03,0.0,0.01,0.09
423,Sunflowers,1,0.0,0.02,0.0,0.01,0.03
424,Inti Creates,1,0.0,0.0,0.01,0.0,0.01
425,Aques,1,0.0,0.0,0.15,0.01,0.16
426,Image Epoch,1,0.0,0.0,0.1,0.0,0.1
427,WayForward Technologies,1,0.05,0.0,0.0,0.01,0.05
428,DigiCube,1,0.0,0.0,0.06,0.0,0.06
429,Tryfirst,1,0.0,0.0,0.03,0.0,0.03
430,Navarre Corp,1,0.04,0.0,0.0,0.0,0.05
431,Xing Entertainment,1,0.04,0.03,0.16,0.02,0.24
432,"mixi, Inc",1,0.0,0.0,0.86,0.0,0.86
433,General Entertainment,1,0.0,0.0,0.13,0.01,0.14
434,Gaga,1,0.0,0.0,0.02,0.0,0.02
435,Quelle,1,0.81,0.05,0.0,0.01,0.87
436,Aria,1,0.0,0.0,0.07,0.0,0.07
437,UIG Entertainment,1,0.0,0.01,0.0,0.0,0.01
438,Activision Blizzard,1,0.08,0.36,0.0,0.04,0.48
439,ITT Family Games,1,0.32,0.02,0.0,0.0,0.34
440,Glams,1,0.0,0.0,0.08,0.0,0.08
441,New,1,0.0,0.0,0.33,0.02,0.36
442,Quest,1,0.0,0.0,0.71,0.0,0.71
443,Mitsui,1,0.06,0.02,0.0,0.0,0.08
444,Bomb,1,0.21,0.01,0.0,0.0,0.22
445,GOA,1,0.0,0.02,0.0,0.0,0.02
446,Phantagram,1,0.03,0.01,0.01,0.0,0.05
447,Illusion Softworks,1,0.34,0.27,0.0,0.09,0.7
448,Ascaron Entertainment,1,0.0,0.01,0.0,0.0,0.01
449,Paon Corporation,1,0.0,0.0,0.03,0.0,0.03
450,Kokopeli Digital Studios,1,0.02,0.01,0.0,0.0,0.03
451,Giga,1,0.0,0.0,0.02,0.0,0.02
452,White Park Bay Software,1,0.13,0.01,0.0,0.01,0.16
453,Elite,1,0.04,0.03,0.0,0.0,0.07
454,Technos Japan Corporation,1,0.0,0.0,0.02,0.0,0.02
455,Fortyfive,1,0.0,0.0,0.06,0.0,0.06
456,Game Arts,1,0.0,0.0,0.14,0.0,0.14
457,SPS,1,0.07,0.04,0.0,0.01,0.12
458,Mycom,1,0.0,0.0,0.02,0.0,0.02
459,Hello Games,1,0.58,0.74,0.02,0.26,1.6
460,Abylight,1,0.07,0.0,0.0,0.01,0.08
461,King Records,1,0.0,0.0,0.02,0.0,0.02
462,Team17 Software,1,0.0,0.04,0.0,0.01,0.05
463,Intergrow,1,0.0,0.0,0.03,0.0,0.03
464,Takuyo,1,0.0,0.0,0.01,0.0,0.01
465,Starpath Corp.,1,0.3,0.02,0.0,0.0,0.33
466,Boost On,1,0.0,0.0,0.01,0.0,0.01
467,BushiRoad,1,0.0,0.0,0.03,0.0,0.03
468,Merscom LLC,1,0.0,0.17,0.0,0.03,0.2
469,EA Games,1,0.07,0.06,0.0,0.02,0.15
470,Lighthouse Interactive,1,0.0,0.01,0.0,0.0,0.02
471,Introversion Software,1,0.01,0.01,0.0,0.0,0.02
472,Berkeley,1,0.02,0.01,0.0,0.0,0.03
473,49Games,1,0.0,0.04,0.0,0.0,0.04
474,Otomate,1,0.0,0.0,0.01,0.0,0.01
475,PopTop Software,1,0.06,0.04,0.0,0.01,0.11
476,TOHO,1,0.0,0.0,0.11,0.0,0.11
477,CPG Products,1,0.5,0.03,0.0,0.01,0.54
478,UEP Systems,1,1.52,0.46,0.2,0.08,2.25
479,HAL Laboratory,1,0.06,0.0,0.0,0.0,0.06
480,Detn8 Games,1,0.21,0.0,0.0,0.02,0.23
481,Imax,1,0.0,0.0,0.06,0.0,0.06
482,Yumedia,1,0.0,0.0,0.06,0.0,0.06
483,Bohemia Interactive,1,0.0,0.1,0.0,0.02,0.12
484,T&E Soft,1,0.0,0.0,0.12,0.0,0.12
485,Nexon,1,0.0,0.0,0.03,0.0,0.03
486,Hearty Robin,1,0.0,0.0,0.08,0.01,0.09
487,Imadio,1,0.0,0.0,0.14,0.0,0.14
488,Enjoy Gaming ltd.,1,0.09,0.0,0.0,0.01,0.1
489,Media Entertainment,1,0.0,0.0,0.01,0.0,0.01
490,SCS Software,1,0.0,0.12,0.0,0.02,0.13
491,Adeline Software,1,0.1,0.07,0.0,0.01,0.17
492,Playmore,1,0.0,0.0,0.04,0.0,0.04
493,Headup Games,1,0.0,0.03,0.0,0.0,0.03
494,Sold Out,1,0.01,0.01,0.0,0.0,0.02
495,Milestone,1,0.08,0.0,0.0,0.0,0.08
496,PM Studios,1,0.09,0.0,0.0,0.01,0.1
497,Phantom EFX,1,0.09,0.0,0.0,0.01,0.09
498,Square EA,1,0.45,0.3,0.0,0.05,0.8
499,Pack In Soft,1,0.25,0.06,0.11,0.06,0.48
500,Masque Publishing,1,0.01,0.0,0.0,0.0,0.02
501,Maximum Family Games,1,0.03,0.0,0.0,0.0,0.03
502,RED Entertainment,1,0.0,0.0,0.02,0.0,0.02
503,ASK,1,0.0,0.0,0.03,0.0,0.03
504,Rain Games,1,0.0,0.01,0.0,0.0,0.01
505,Max Five,1,0.03,0.02,0.0,0.0,0.05
506,Wargaming.net,1,0.0,0.23,0.0,0.06,0.29
507,Ivolgamus,1,0.03,0.0,0.0,0.0,0.04
508,Gameloft,1,0.1,0.0,0.0,0.01,0.11
509,Sony Music Entertainment,1,0.0,0.0,0.14,0.0,0.14
510,NDA Productions,1,0.09,0.02,0.0,0.0,0.12
511,Locus,1,0.0,0.0,0.07,0.0,0.07
512,Tripwire Interactive,1,0.04,0.07,0.0,0.02,0.14
513,Tetris Online,1,0.2,0.13,0.06,0.03,0.43
514,Universal Gamex,1,0.58,0.04,0.0,0.01,0.63
515,2D Boy,1,0.0,0.03,0.0,0.01,0.04
516,Ertain,1,0.05,0.0,0.0,0.0,0.05
517,Grand Prix Games,1,0.0,0.0,0.06,0.0,0.06
518,Nichibutsu,1,0.0,0.0,0.28,0.0,0.28
519,MediaQuest,1,0.03,0.02,0.0,0.0,0.05
520,Giza10,1,0.0,0.0,0.02,0.0,0.02
521,Monte Christo Multimedia,1,0.0,0.04,0.0,0.01,0.05
522,EON Digital Entertainment,1,0.01,0.0,0.0,0.0,0.01
523,CCP,1,0.0,0.19,0.0,0.02,0.22
524,Summitsoft,1,0.03,0.01,0.0,0.0,0.04
525,Valve,1,0.83,0.63,0.02,0.25,1.74
526,Answer Software,1,0.46,0.03,0.0,0.01,0.5
527,Magical Company,1,0.15,0.1,0.12,0.03,0.41
528,Origin Systems,1,0.05,0.03,0.0,0.01,0.09
529,Strategy First,1,0.0,0.02,0.0,0.0,0.03
530,TechnoSoft,1,0.03,0.02,0.0,0.0,0.05
531,Revolution (Japan),1,0.0,0.0,0.02,0.0,0.02
532,989 Sports,1,0.21,0.14,0.0,0.02,0.38
533,Genterprise,1,0.0,0.0,0.01,0.0,0.01
534,Number None,1,0.0,0.02,0.0,0.01,0.03
535,CBS Electronics,1,0.29,0.02,0.0,0.0,0.31
536,Panther Software,1,0.02,0.02,0.12,0.01,0.17
537,Fields,1,0.0,0.0,0.03,0.0,0.03
538,Quintet,1,0.0,0.0,0.02,0.0,0.02
539,Pow,1,0.0,0.0,0.05,0.0,0.05
540,"Interworks Unlimited, Inc.",1,0.01,0.0,0.0,0.0,0.01
541,Vap,1,0.0,0.0,0.05,0.0,0.05
542,Warashi,1,0.0,0.0,0.02,0.0,0.02
543,The Learning Company,1,0.03,0.02,0.0,0.0,0.05
544,DreamWorks Interactive,1,0.07,0.05,0.0,0.01,0.13
545,Axela,1,0.0,0.0,0.24,0.02,0.25
546,Mystique,1,0.76,0.05,0.0,0.01,0.82
547,Wizard Video Games,1,0.58,0.03,0.0,0.01,0.62
548,Type-Moon,1,0.0,0.0,0.1,0.0,0.1
549,Naxat Soft,1,0.0,0.0,0.01,0.0,0.01
550,New World Computing,1,0.01,0.0,0.0,0.0,0.01
551,Ultravision,1,0.44,0.03,0.0,0.0,0.47
552,Ongakukan,1,0.0,0.0,0.01,0.0,0.01
553,Playmates,1,0.16,0.11,0.0,0.02,0.28
554,Saurus,1,0.01,0.01,0.0,0.0,0.02
555,Marvelous Games,1,0.0,0.0,0.02,0.0,0.02
556,Seventh Chord,1,0.0,0.0,0.08,0.0,0.08
557,iWin,1,0.0,0.05,0.0,0.01,0.06
558,Griffin International,1,0.08,0.0,0.0,0.01,0.09
559,TalonSoft,1,0.49,0.33,0.0,0.06,0.87
560,Graphsim Entertainment,1,0.0,0.02,0.0,0.0,0.02
561,Kids Station,1,0.0,0.0,0.03,0.0,0.03
562,Evolution Games,1,0.0,0.0,0.06,0.0,0.07
563,Phoenix Games,1,0.02,0.0,0.0,0.0,0.02
564,On Demand,1,0.12,0.08,0.0,0.01,0.21
565,Karin Entertainment,1,0.0,0.0,0.02,0.0,0.02
566,Stainless Games,1,0.01,0.01,0.0,0.0,0.01
567,Plenty,1,0.0,0.0,0.02,0.0,0.02
568,Kando Games,1,0.02,0.01,0.0,0.0,0.03
569,Her Interactive,1,0.03,0.0,0.0,0.0,0.03
570,Visco,1,0.02,0.0,0.0,0.0,0.02
571,Epic Games,1,0.01,0.0,0.0,0.0,0.01
572,fonfun,1,0.0,0.0,0.02,0.0,0.02
573,American Softworks,1,0.13,0.09,0.0,0.02,0.23
574,KSS,1,0.0,0.0,0.03,0.0,0.03
575,Legacy Interactive,1,0.04,0.0,0.0,0.0,0.04
576,id Software,1,0.02,0.0,0.0,0.0,0.03
577,Westwood Studios,1,1.55,0.0,0.0,0.0,1.55
